conflict_id,artifact_id,artifact_name,slot,slot_label,source_id,source_title,record_id,record_name,raw_values,normalized_values,subject_parts,text_support,value_support_detail,text_snippet,text_path,image_support,preferred_image,image_count,image_directory,audit_flags
conflict:gq-object-8e3e641d67:component_material,gq-object-8e3e641d67,中和,component_material,配件材质,Yjzq,一见钟琴,Yjzq00031,中和,檀木居尾 | 玉质雁足,檀木居尾 | 玉质雁足,31_中和,supported,檀木居尾 [supported_exact:1] | 玉质雁足 [supported_exact:1],".8厘米、肩宽18.6厘米、肩厚5.8厘米。 面桐底梓,通体黑黑漆,发小尾尾和牛毛断,八宝灰胎;蚌徽,檀木居尾,玉质雁足;龙池圆形,凤沼方形。 琴底项部楷书琴名""中和"",龙池下楷书五言诗一首:""月印长江水,风微滴露清。会到无声处,方知太古情。""落款为""歌一主人"",诗下一宽边大印,篆书""路国世传""。圆形龙池内",/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00031.txt,attribute_linked,qimian.jpg,5,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00031,
conflict:gq-object-8e3e641d67:inscriber,gq-object-8e3e641d67,中和,inscriber,题刻者,Gq,古琴,Gq00031,中和,敬一主人,敬一主人,31_琴底,supported,敬一主人 [supported_exact:1],玉质雁足。 琴底项部楷书琴名“中和”，龙池下楷书五言诗一首：“月印长江水，风微滴露清。会到无声处，方知太古情。”落款为“敬一主人”，诗下一8.6×8.8厘米宽边大印，篆书“潞国世传”。圆形龙池内环刻一周楷书“大明崇祯丙子岁季秋，潞国制。壹百肆拾叁号”。 潞王琴是著名的明代“四王琴”（宁、衡、益、潞）之一。今,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Gq-txt-id/Gq00031.txt,attribute_linked,mingwen.jpg,12,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Gq00031,
conflict:gq-object-8e3e641d67:inscriber,gq-object-8e3e641d67,中和,inscriber,题刻者,Yjzq,一见钟琴,Yjzq00031,中和,歌一主人,歌一主人,31_琴底,supported,歌一主人 [supported_exact:1],"项部楷书琴名""中和"",龙池下楷书五言诗一首:""月印长江水,风微滴露清。会到无声处,方知太古情。""落款为""歌一主人"",诗下一宽边大印,篆书""路国世传""。圆形龙池内环刻一周楷书:""大明崇祯丙子岁季秋,路国制。壹佰肆拾叁号。"" 据《池北偶谈》载:""故明路藩散一主人,风尚高雅,尝造琴三千张。予犹见长安市上售其一,有",/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00031.txt,record_images_only,qimian.jpg,5,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00031,
conflict:gq-object-5c621975c4:dating,gq-object-5c621975c4,凤鸣,dating,年代,Gq,古琴,Gq00017,凤鸣,北宋(960~1127年),北宋,17_凤鸣,supported,北宋(960~1127年) [supported_exact:1],3. “凤鸣”琴 北宋（960～1127年） 伶官式 通长127.7、隐间117.7、肩宽22.3、肩厚5.3、尾宽15.4、尾厚4.3厘米 1951年西南文化处移交 此琴木质面底皆桐。薄鹿角霜灰，通体髹黑漆，牛毛断加流水断。池沼皆为长圆形,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Gq-txt-id/Gq00017.txt,record_images_non_diagnostic,mingwen.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Gq00017,
conflict:gq-object-5c621975c4:dating,gq-object-5c621975c4,凤鸣,dating,年代,QNQY,千年清音,QNQY059,凤鸣,北宋,北宋,59_凤鸣,supported,北宋 [supported_exact:1],北宋伶官式“凤鸣”琴 琴长 127.7 厘米，隐间 117.7 厘米，肩宽 22.3 厘米，尾宽 15.4 厘米，尾厚 4.3 厘米。 1951 年西南文化处移交，重庆中国三峡博物馆藏 琴面底皆桐。薄鹿角,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY059.txt,record_images_non_diagnostic,mingwen.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY059,
conflict:gq-object-5c621975c4:dating,gq-object-5c621975c4,凤鸣,dating,年代,Yjzq,一见钟琴,Yjzq00013,凤鸣,景祐元年(1034年) | 景祐元年春日,景祐元年 | 景祐元年春日,13_凤鸣 | 13_铭文,partial,景祐元年(1034年) [partial:0.778] | 景祐元年春日 [supported_exact:1],"琴底项部纂书琴名""凤鸣"",其下阴刻行草四言诗两行:""凤皇来仪,鸣于高岗。文章瑞世,其道大光。""落款为:""景祐元年春日,清画堂主人题。""款下一方章,篆文为""王元颖印""。 《今虞琴刊》曾载此琴,时为袁钧所藏。袁钧字朗如,四川仁寿人,号十三琴斋主。 琴名""凤鸣"",《诗经·卷阿》""凤凰鸣矣,于彼高岗。梧桐生矣,于彼朝阳",/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00013.txt,record_images_non_diagnostic,qimian.jpg,5,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00013,mixed_subject_scope
conflict:gq-object-5c621975c4:form,gq-object-5c621975c4,凤鸣,form,形制,Gq,古琴,Gq00017,凤鸣,伶官式,伶官式,17_凤鸣,supported,伶官式 [supported_exact:1],3. “凤鸣”琴 北宋（960～1127年） 伶官式 通长127.7、隐间117.7、肩宽22.3、肩厚5.3、尾宽15.4、尾厚4.3厘米 1951年西南文化处移交 此琴木质面底皆桐。薄鹿角霜灰，通体髹黑漆，牛毛断加流水断。池沼皆为长圆形，有竹,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Gq-txt-id/Gq00017.txt,attribute_linked,qimian.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Gq00017,
conflict:gq-object-5c621975c4:form,gq-object-5c621975c4,凤鸣,form,形制,Yjzq,一见钟琴,Yjzq00013,凤鸣,长圆形,长圆形,13_凤沼 | 13_龙池,supported,长圆形 [supported_exact:1]," 面底皆桐,通体黑漆,牛毛断加流水断,薄鹿角灰胎;蚌徽,檀木岳、尾,冠角为后配,足池正当九徽处;池沼皆长圆形。 琴底项部纂书琴名""凤鸣"",其下阴刻行草四言诗两行:""凤皇来仪,鸣于高岗。文章瑞世,其道大光。""落款为:""景祐元年春日,清画堂主人题。""款下一方章,篆文为""王元颖印""。 《今虞琴刊》曾载此琴,时为",/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00013.txt,attribute_linked,qimian.jpg,5,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00013,mixed_subject_scope
conflict:gq-object-5c621975c4:duanwen,gq-object-5c621975c4,凤鸣,duanwen,断纹,Gq,古琴,Gq00017,凤鸣,牛毛断加流水断,牛毛断加流水断,17_凤鸣,supported,牛毛断加流水断 [supported_exact:1],、肩厚5.3、尾宽15.4、尾厚4.3厘米 1951年西南文化处移交 此琴木质面底皆桐。薄鹿角霜灰，通体髹黑漆，牛毛断加流水断。池沼皆为长圆形，有竹贴格，龙池23.4×2.8、凤沼11.3×2.8厘米。纳音微拱，顶平。蚌徽，檀木岳山及琴尾附件，冠角为后配；足池正当九徽处。 琴底项部题篆书琴名“凤鸣”二字，其下阴刻,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Gq-txt-id/Gq00017.txt,attribute_linked,qimian.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Gq00017,
conflict:gq-object-5c621975c4:duanwen,gq-object-5c621975c4,凤鸣,duanwen,断纹,QNQY,千年清音,QNQY059,凤鸣,牛毛断加流水断,牛毛断加流水断,59_凤鸣,supported,牛毛断加流水断 [supported_exact:1],宽 15.4 厘米，尾厚 4.3 厘米。 1951 年西南文化处移交，重庆中国三峡博物馆藏 琴面底皆桐。薄鹿角霜灰，通体髹黑漆，牛毛断加流水断。池沼皆为长圆形，有竹贴格。纳音微拱，顶平。蚌徽，檀木岳山及琴尾附件，冠角为后配；足池正当九徽处。琴底项部题篆书琴名“凤鸣”二字，其下阴刻行草五行：“凤皇来仪，鸣于高岗。文,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY059.txt,attribute_linked,qimian.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY059,
conflict:gq-object-5c621975c4:duanwen,gq-object-5c621975c4,凤鸣,duanwen,断纹,Yjzq,一见钟琴,Yjzq00013,凤鸣,流水断 | 牛毛断,流水断 | 牛毛断,13_凤鸣,supported,流水断 [supported_exact:1] | 牛毛断 [supported_exact:1],"琴名""凤鸣"",通长127.7厘米、肩宽22.3厘米、肩厚5.3厘米。 面底皆桐,通体黑漆,牛毛断加流水断,薄鹿角灰胎;蚌徽,檀木岳、尾,冠角为后配,足池正当九徽处;池沼皆长圆形。 琴底项部纂书琴名""凤鸣"",其下阴刻行草四言诗两行:""凤皇来仪,鸣于高岗。文章瑞世,其道大光。""落款为:""景祐元年春日,清画",/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00013.txt,attribute_linked,qimian.jpg,5,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00013,
conflict:gq-object-5c621975c4:material,gq-object-5c621975c4,凤鸣,material,材质,Gq,古琴,Gq00017,凤鸣,桐木 | 面底皆桐,桐木 | 面底皆桐,17_凤鸣 | 17_琴底 | 17_琴面,partial,桐木 [not_found:0.2] | 面底皆桐 [supported_exact:1],.7、隐间117.7、肩宽22.3、肩厚5.3、尾宽15.4、尾厚4.3厘米 1951年西南文化处移交 此琴木质面底皆桐。薄鹿角霜灰，通体髹黑漆，牛毛断加流水断。池沼皆为长圆形，有竹贴格，龙池23.4×2.8、凤沼11.3×2.8厘米。纳音微拱，顶平。蚌徽，檀木岳山及琴尾附件，冠角为后配；足池正当九徽处。 ,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Gq-txt-id/Gq00017.txt,attribute_linked,qimian.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Gq00017,mixed_subject_scope | value_not_found_in_text
conflict:gq-object-5c621975c4:material,gq-object-5c621975c4,凤鸣,material,材质,QNQY,千年清音,QNQY059,凤鸣,桐 | 桐木 | 檀木 | 蚌,桐 | 桐木 | 檀木 | 蚌,59_凤鸣 | 59_岳山 | 59_徽 | 59_琴底 | 59_琴面,partial,桐 [supported_exact:1] | 桐木 [not_found:0.2] | 檀木 [supported_exact:1] | 蚌 [supported_exact:1],米，肩宽 22.3 厘米，尾宽 15.4 厘米，尾厚 4.3 厘米。 1951 年西南文化处移交，重庆中国三峡博物馆藏 琴面底皆桐。薄鹿角霜灰，通体髹黑漆，牛毛断加流水断。池沼皆为长圆形，有竹贴格。纳音微拱，顶平。蚌徽，檀木岳山及琴尾附件，冠角为后配；足池正当九徽处。琴底项部题篆书琴名“凤鸣”二字，其,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY059.txt,attribute_linked,qimian.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY059,mixed_subject_scope | value_not_found_in_text
conflict:gq-object-5c621975c4:material,gq-object-5c621975c4,凤鸣,material,材质,Yjzq,一见钟琴,Yjzq00013,凤鸣,桐木 | 檀木 | 薄鹿角灰胎 | 蚌徽 | 黑漆,桐木 | 檀木 | 薄鹿角灰胎 | 蚌徽 | 黑漆,13_凤鸣 | 13_岳 | 13_琴尾 | 13_琴底 | 13_琴面,partial,桐木 [not_found:0.2] | 檀木 [supported_exact:1] | 薄鹿角灰胎 [supported_exact:1] | 蚌徽 [supported_exact:1] | 黑漆 [supported_exact:1],"7.7厘米、肩宽22.3厘米、肩厚5.3厘米。 面底皆桐,通体黑漆,牛毛断加流水断,薄鹿角灰胎;蚌徽,檀木岳、尾,冠角为后配,足池正当九徽处;池沼皆长圆形。 琴底项部纂书琴名""凤鸣"",其下阴刻行草四言诗两行:""凤皇来仪,鸣于高岗。文章瑞世,其道大光。""落款为:""景祐元年春日,清画堂主人题。""款下一方章,",/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00013.txt,attribute_linked,qimian.jpg,5,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00013,mixed_subject_scope | value_not_found_in_text
conflict:gq-object-5c621975c4:provenance,gq-object-5c621975c4,凤鸣,provenance,递藏与来源,Gq,古琴,Gq00017,凤鸣,未提及 | 袁钧,未提及 | 袁钧,17_凤鸣,structural_problem,未提及 [placeholder:0] | 袁钧 [supported_exact:1],落款为：“景祐元年春日，清画堂主人题。”款下一方章，篆文为“王元颖印”。 此琴曾经《今虞琴刊·古琴征访录》记载，时为袁钧所藏；《中国古琴珍萃》第一〇〇号亦为此琴。藏家袁钧字朗如，号十三琴斋主，四川仁寿人，民国《绵阳县志》有传。此琴音质极佳，有琴家称可位列现存古琴之顶级品中。,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Gq-txt-id/Gq00017.txt,record_images_non_diagnostic,mingwen.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Gq00017,placeholder_as_value
conflict:gq-object-5c621975c4:provenance,gq-object-5c621975c4,凤鸣,provenance,递藏与来源,QNQY,千年清音,QNQY059,凤鸣,袁钧 | 西南文化处,袁钧 | 西南文化处,59_凤鸣,supported,袁钧 [supported_exact:1] | 西南文化处 [supported_exact:1],高岗。文章瑞世，其道大光。景祐元年春日，清画堂主人题。”款下一方章，篆文为“王元颖印”。 此琴曾载于《今虞琴刊·古琴征访录》，时为袁钧所藏。袁钧字朗如，号十三琴斋主，四川仁寿人。此琴音质极佳。 （撰文、摄影：重庆中国三峡博物馆提供）,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY059.txt,record_images_non_diagnostic,mingwen.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY059,
conflict:gq-object-5c621975c4:provenance,gq-object-5c621975c4,凤鸣,provenance,递藏与来源,Yjzq,一见钟琴,Yjzq00013,凤鸣,袁钧,袁钧,13_凤鸣,supported,袁钧 [supported_exact:1],"光。""落款为:""景祐元年春日,清画堂主人题。""款下一方章,篆文为""王元颖印""。 《今虞琴刊》曾载此琴,时为袁钧所藏。袁钧字朗如,四川仁寿人,号十三琴斋主。 琴名""凤鸣"",《诗经·卷阿》""凤凰鸣矣,于彼高岗。梧桐生矣,于彼朝阳""。 ""文章瑞世""云云,为宋人常用之语。景祐为北宋仁宗赵祯年号,其元年为1034",/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00013.txt,record_images_non_diagnostic,qimian.jpg,5,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00013,
conflict:gq-object-5c621975c4:component_material,gq-object-5c621975c4,凤鸣,component_material,配件材质,Gq,古琴,Gq00017,凤鸣,冠角为后配 | 檀木岳山及琴尾附件,冠角为后配 | 檀木岳山及琴尾附件,17_凤鸣,supported,冠角为后配 [supported_exact:1] | 檀木岳山及琴尾附件 [supported_exact:1],皆为长圆形，有竹贴格，龙池23.4×2.8、凤沼11.3×2.8厘米。纳音微拱，顶平。蚌徽，檀木岳山及琴尾附件，冠角为后配；足池正当九徽处。 琴底项部题篆书琴名“凤鸣”二字，其下阴刻行草四言诗两行：“凤皇来仪，鸣于高岗。文章瑞世，其道大光。”落款为：“景祐元年春日，清画堂主人题。”款下一方章，篆文为“王元颖印,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Gq-txt-id/Gq00017.txt,attribute_linked,qimian.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Gq00017,
